filename	timestamp	sentence
8.srt	00:04:47.970 --> 00:04:52.620	and use only 2 into the model, then it works better.
8.srt	00:04:53.780 --> 00:05:02.270	So in general, if the non- ordinary categorical variable had n categories, we could convert them into binary categorical variables.
8.srt	00:05:02.460 --> 00:05:10.379	But you have to also consider whether you want to include n-1 new features into your model.
8.srt	00:05:10.379 --> 00:05:12.730	So what if you had a really large n?
8.srt	00:05:12.759 --> 00:05:17.030	Do you want to add large n-1 features into your model?
8.srt	00:05:18.250 --> 00:05:18.990	Probably not.
8.srt	00:05:19.590 --> 00:05:21.870	That is an example of this zip code.
8.srt	00:05:21.939 --> 00:05:33.180	So zip code had 70 something categories and I didn't want to add 70 something new binary variables into my model because my model then becomes too big.
8.srt	00:05:34.090 --> 00:05:39.970	So hopefully the other variables such as latitude and longitude can capture some information about the location of the house.
8.srt	00:05:40.360 --> 00:05:44.410	So I'm gonna just get rid of zip code and then use other variables.
8.srt	00:05:46.790 --> 00:05:50.560	Before we build a model, let's have a qualitative inspection.
8.srt	00:05:51.400 --> 00:06:01.820	So, in this case, we're gonna see the correlation between the price and all other variables and see if which variables might be useful to predict the price.
8.srt	00:06:02.430 --> 00:06:13.610	So, square foot living could be useful, grade could be useful, and some other variables such as square foot above or square foot living 15 could be useful.
8.srt	00:06:14.200 --> 00:06:20.310	By the way, this square foot living 15 is a square foot living of similar 15 houses.
8.srt	00:06:22.940 --> 00:06:34.050	So therefore, This must have some redundant information as square foot living and also the square foot living is a square foot above plus the square foot basement so they are linearly dependent.
8.srt	00:06:34.520 --> 00:06:42.940	So they must have redundant information and this redundant information shows the high correlation between the features.
8.srt	00:06:43.160 --> 00:06:56.550	So these two variables have really high correlation because they are linearly dependent and this square foot living and square foot living 15 because they are similar in the definition they are also highly correlated.
8.srt	00:06:57.660 --> 00:07:06.510	So we identified a few variables that are correlated to each other and some variables are linearly dependent to each other.
8.srt	00:07:08.880 --> 00:07:11.440	This can be also visually inspected in the pair plot.
8.srt	00:07:11.690 --> 00:07:15.580	So pair plot is distribution plot between two features.
8.srt	00:07:16.010 --> 00:07:20.500	So in the diagonal element, it shows the distribution of itself, the feature itself.
8.srt	00:07:21.750 --> 00:07:27.640	And the off-diagonal element shows the distribution between one feature to the another.
8.srt	00:07:28.590 --> 00:07:36.650	So for example, square foot above and square foot leaving had a really high correlation and you can see very skinny distribution of the data.
8.srt	00:07:37.430 --> 00:07:49.580	Actually, this is a very good indication of a collinearity, which we will talk about later, but essentially that happens because these two features are dependent each other or nearly dependent each other.
8.srt	00:07:54.500 --> 00:08:04.890	Okay, so we've qualitatively inspected variables and their correlations and we found that some features may have some redundant information and they may cause some problems.
8.srt	00:08:05.600 --> 00:08:11.440	So with that in mind, let's see what happens if we throw all the features into the model and fit to the data.
8.srt	00:08:13.480 --> 00:08:21.780	So here are the results summary table and we can see that model fit with the R squared is almost 0.7, which is good value.
8.srt	00:08:21.780 --> 00:08:29.340	And previously we didn't explain what this f-statistic value is and what the p-value for the f-static is.
8.srt	00:08:29.340 --> 00:08:36.230	And this actually shows whether there is at least one significant variable in the model.
8.srt	00:08:36.230 --> 00:08:36.700	So...
8.srt	00:08:39.460 --> 00:08:43.610	The null hypothesis for F-test would be all the coefficient values are 0.
8.srt	00:08:43.610 --> 00:08:47.580	So the F-value is defined by this formula.
8.srt	00:08:48.310 --> 00:08:59.900	So TSS minus RSS divided by number of features and divided by RSS times n minus p minus 1.
8.srt	00:09:00.130 --> 00:09:02.500	So this is a formula for F-test.
8.srt	00:09:02.500 --> 00:09:08.590	And then the bigger this number, we are more sure about there is at least one.
8.srt	00:09:09.970 --> 00:09:11.900	significant variable in the model.
8.srt	00:09:14.020 --> 00:09:19.590	So in our case, the F statistic value is a big and the p-value for that is almost a zero.
8.srt	00:09:19.590 --> 00:09:23.790	That means it's smaller than certain threshold of error rate.
8.srt	00:09:23.790 --> 00:09:29.750	Therefore, we can conclude that our model has at least one significant variable.
8.srt	00:09:40.420 --> 00:09:42.750	So let's have a look at the p-values for individual variables and we can see immediately that some variables have insignificant coefficient values.
8.srt	00:09:42.980 --> 00:09:45.910	So, square floors have a really high p-value.
8.srt	00:09:45.910 --> 00:09:49.080	As well as sales months have high p-value.
8.srt	00:09:49.080 --> 00:09:54.080	So, we can reject these features because their coefficient values are essentially zero.
8.srt	00:09:54.160 --> 00:10:04.270	Alright, so after removing the features that has a high p-values, we get this result.
8.srt	00:10:04.270 --> 00:10:05.800	So, R-squared value is similar.
8.srt	00:10:05.800 --> 00:10:07.800	f-statics value is still large.
8.srt	00:10:10.220 --> 00:10:19.590	and let's inspect the t-score and the p-values of each individual coefficients and all of them looks statistically significant and that's good.
8.srt	00:10:19.590 --> 00:10:34.520	However, this is not the complete story because we still see some features such as these three linearly dependent each other still exist in the model and they still have a high correlation value.
8.srt	00:10:34.520 --> 00:10:41.120	So we're going to talk about some better ways to automatically add or remove the features in the next video.
9.srt	00:00:05.830 --> 00:00:10.619	In this video, we're going to talk about feature selection method and things to consider when we select features.
9.srt	00:00:11.050 --> 00:00:18.500	So last time, we tried to fit the model that has all the features inside and found that some of the coefficients were not significant.
9.srt	00:00:19.019 --> 00:00:27.129	So after removing those, we tried again and found that the coefficients are significant, but still we had some linearly dependent features in it.
9.srt	00:00:28.019 --> 00:00:31.480	So it's a lot of manual process to figure out which features to select.
9.srt	00:00:31.739 --> 00:00:36.759	So instead of doing that, we're going to introduce some method that automatically selects the features.
9.srt	00:00:37.269 --> 00:00:46.140	So the first method is called the forward selection, which add the feature one by one by looking at the one that maximizes the R-squared value.
9.srt	00:00:46.140 --> 00:00:54.879	So the add feature that maximizes the R-squared value, and that's the forward selection.
9.srt	00:00:54.879 --> 00:01:01.019	And another method is called the backward selection, which starts from the full model.
9.srt	00:01:01.019 --> 00:01:06.599	So by full model, I mean there are all the features inside the model already.
9.srt	00:01:06.599 --> 00:01:09.560	And remove the one feature that has maximum p-value.
9.srt	00:01:11.250 --> 00:01:25.269	So remove xj that has maximum p-value and we repeat this process until we reach the tolerance of the p-value or stop character.
9.srt	00:01:25.269 --> 00:01:32.229	Another good method is called a mixed selection which combines the forward selection and backward selection.
9.srt	00:01:44.649 --> 00:01:51.019	Which means that we add some feature that maximize the R-squared first and then fit the new model and inspect the result and see if there are coefficients that are insignificant and if there are insignificant coefficients, just remove the features.
9.srt	00:01:51.729 --> 00:01:59.629	And then we add another feature again and then inspect the result and remove all the features that have large p-values and so on.
9.srt	00:01:59.629 --> 00:02:04.019	So let's compare the result.
9.srt	00:02:04.019 --> 00:02:13.269	So for selection gives this result that it adds a square for living first and then latitude and view and grade and so on.
9.srt	00:02:13.269 --> 00:02:18.329	And it doesn't have a stock criteria so we're gonna just fit all of them to the last feature.
9.srt	00:02:21.159 --> 00:02:24.439	And then this is result from the backward selection.
9.srt	00:02:26.119 --> 00:02:30.119	It starts from the full model and then it removes one by one.
9.srt	00:02:30.119 --> 00:02:37.679	So it first removed the floors and then secure-floor lot, second and sales months removed and so on all the way to the top.
9.srt	00:02:37.679 --> 00:02:41.379	And the year built was the last one that was removed.
9.srt	00:02:41.379 --> 00:02:53.939	But as you can see, the feature importance are the orders are very different from the floor selection because the floor selection cares about the R-squared value whereas the backward selection cares about the .
9.srt	00:02:54.419 --> 00:03:01.729	p-value and as you can imagine the mix selection resembles the four selection result.
9.srt	00:03:01.729 --> 00:03:03.929	However, it stops at some point.
9.srt	00:03:03.929 --> 00:03:22.689	So because it also look at the maximum r squared, the order orders are pretty similar to four selection, but then at some point adding another feature will lead always have a p value that's larger than certain criteria, so it stops there.
9.srt	00:03:22.689 --> 00:03:26.299	So actually practically mix selection is a good way to use.
9.srt	00:03:27.659 --> 00:03:28.769	as a feature selection.
9.srt	00:03:33.059 --> 00:03:38.479	So here is the result of the correlation matrix after we select the features from mixed selection.
9.srt	00:03:38.989 --> 00:03:46.479	So good news is that now we don't have the linearly dependent feature such as such as a square foot above.
9.srt	00:03:46.979 --> 00:03:51.989	These are gone, but still we see large correlation values between the features.
9.srt	00:03:53.349 --> 00:03:55.349	So let's talk about correlated features.
9.srt	00:03:57.109 --> 00:03:58.139	Why do they occur?
9.srt	00:03:58.229 --> 00:04:02.049	So high correlation among features may occur from different regions.
9.srt	00:04:02.539 --> 00:04:04.619	One of them would be redundant information.
9.srt	00:04:04.939 --> 00:04:10.939	So when the features are linearly dependent on each other, the information is redundant and they may have a high correlation.
9.srt	00:04:12.169 --> 00:04:18.129	And when there is an underlying effect such as confounding or causality, the features may be highly correlated.
9.srt	00:04:18.829 --> 00:04:24.139	So for example, ice cream sales and the sharks attack.
9.srt	00:04:27.169 --> 00:04:28.729	They have nothing to do with each other.
9.srt	00:04:28.729 --> 00:04:32.429	However, they can be caused by hot weather.
9.srt	00:04:35.579 --> 00:04:45.669	So, hot weather here is called confounding and then because of this confounding, ice cream sales and then sharks attack, they will have a high correlation in the data.
9.srt	00:04:47.809 --> 00:05:02.269	And the example of causality is heart disease can lead to heart attack and diabetes doesn't cause heart attack directly, but it can cause a heart disease, some type of heart disease and then cause a heart attack.
9.srt	00:05:02.779 --> 00:05:07.239	So when we look at the diabetes and then heart attack, they may look highly correlated.
9.srt	00:05:08.969 --> 00:05:12.729	And in some cases, just the variables are correlated in nature.
9.srt	00:05:12.929 --> 00:05:17.639	So for example, number of bedrooms and the size of house, they don't cause each other.
9.srt	00:05:17.639 --> 00:05:18.939	They don't have confounding.
9.srt	00:05:18.999 --> 00:05:20.659	However, they are just correlated.
9.srt	00:05:21.229 --> 00:05:23.069	So they may have high correlation.
9.srt	00:05:25.509 --> 00:05:29.519	So we mentioned that it is problematic when there are highly correlated features.
9.srt	00:05:29.649 --> 00:05:30.439	And why is that?
9.srt	00:05:31.489 --> 00:05:36.269	When the predictors are highly correlated, the coefficient estimate becomes very inaccurate.
9.srt	00:05:36.719 --> 00:05:39.319	And also, the interpretation of the coefficient.
9.srt	00:05:39.589 --> 00:05:42.939	as a variable contribution to the response becomes inaccurate.
9.srt	00:05:44.829 --> 00:05:49.839	So when there is a high correlation between features more than 0.7, we consider it's problematic.
9.srt	00:05:49.839 --> 00:05:57.899	And this is especially called collinearity when two features are very similar to each other.
9.srt	00:05:57.899 --> 00:06:08.079	Like we saw previously in the pair plot that the distribution of the data was very skinny between feature 1 and feature 2, for example, then they are very collinear.
9.srt	00:06:08.079 --> 00:06:13.629	Well, it's not always possible to detect the collinearity using correlation metrics.
9.srt	00:06:14.610 --> 00:06:22.539	Because if there are multiple variables that are involved in the collinearity, they may look like okay in the correlation matrix.
9.srt	00:06:22.659 --> 00:06:25.240	However, they could be still collinear.
9.srt	00:06:25.729 --> 00:06:28.430	And this special case is called the multicollinearity.
9.srt	00:06:31.560 --> 00:06:37.949	So beside the correlation matrix, variance inflation factor is a better way to detect this multicollinearity.
9.srt	00:06:38.750 --> 00:06:42.680	So VIF is defined by this formula.
9.srt	00:06:43.079 --> 00:06:45.610	The VIF of a coefficient beta i.
9.srt	00:06:46.500 --> 00:07:01.469	is 1 over 1 minus R squared value of this fitting and this fitting is actually not fitting the target variable Y but fitting that variable Xi using all other variables.
9.srt	00:07:02.289 --> 00:07:14.919	So using other variables that are not this one and we are fitting the model and we're gonna get the R squared value and we can get the VIF value.
9.srt	00:07:20.909 --> 00:07:25.919	So if the VIF value is larger than 5 in general, or sometimes 10, it means that there is strong multicollinearity.
9.srt	00:07:26.389 --> 00:07:33.379	So let's have a look which variables had multicollinearity in the original model that we had all the features in it.
9.srt	00:07:34.039 --> 00:07:40.419	So clearly, square foot living, square foot above, square foot basement, they are linearly dependent each other.
9.srt	00:07:41.339 --> 00:07:43.819	So they show strong multicollinearity.
9.srt	00:07:46.119 --> 00:07:51.519	And then after we have a mixed selection, some of the redundant features are gone.
9.srt	00:07:51.519 --> 00:07:52.959	For example, this one is gone.
9.srt	00:07:53.279 --> 00:07:54.439	And let's inspect.
9.srt	00:07:54.479 --> 00:08:02.809	Square-foot living has still high VIF value, but it's much better than previous one because one of the dependent feature was gone.
9.srt	00:08:02.809 --> 00:08:09.079	And I think that was the only one that was bad here.
9.srt	00:08:09.189 --> 00:08:17.339	All right, but when we see the correlation matrix, there are still some highly correlated features.
9.srt	00:08:17.339 --> 00:08:19.799	Like for example this one.
9.srt	00:08:19.799 --> 00:08:24.599	So let's remove these highly correlated features.
9.srt	00:08:26.089 --> 00:08:27.439	after the mixed selection.
9.srt	00:08:27.469 --> 00:08:40.230	And when we remove those variables with a very high correlation to the square foot living, we end up with a much lower VIF value for square foot living because the collinearity is gone.
9.srt	00:08:42.629 --> 00:08:45.139	Here are some things to consider when we select features.
9.srt	00:08:45.230 --> 00:08:47.039	So we talked about model fitness.
9.srt	00:08:47.500 --> 00:08:52.889	Four selection gives a maximum model fitness by adding one features at a time.
9.srt	00:08:53.549 --> 00:08:58.500	And also we talked about removing variables with the insignificant coefficients.
9.srt	00:08:58.669 --> 00:09:01.279	So backward selection was good at this.
9.srt	00:09:02.149 --> 00:09:06.350	And if we combine this, we can have mixed selection.
9.srt	00:09:08.429 --> 00:09:11.980	We also talked about some problems that may occur when you have a multi-core linearity.
9.srt	00:09:11.980 --> 00:09:17.159	And we haven't talked about this, so let's have a look.
9.srt	00:09:17.159 --> 00:09:22.029	So here is a graph that shows the performance of each model.
9.srt	00:09:22.419 --> 00:09:24.329	This is including intercepts.
9.srt	00:09:24.590 --> 00:09:28.409	So this is just an intercept and this model is intercept 1.
9.srt	00:09:32.109 --> 00:09:36.539	feature and so on all the way to 14 feature plus intercept.
9.srt	00:09:36.779 --> 00:09:37.989	So it shows here.
9.srt	00:09:38.749 --> 00:09:47.129	And this star represents the model performance after we removing the variables with the high correlation.
9.srt	00:09:47.419 --> 00:09:55.169	So when we remove the highly correlated features, they may have a better estimation of the coefficient value and then better interpretation.
9.srt	00:09:55.169 --> 00:09:57.919	However, it can have some less performance.
9.srt	00:09:59.239 --> 00:10:04.169	And another thing that we can think about is that do we need all these 14 features?
9.srt	00:10:04.879 --> 00:10:09.759	It seems that the model complexity 6 or 7 gives a efficient result.
9.srt	00:10:09.959 --> 00:10:14.189	This is still a less performance than having 14 features.
9.srt	00:10:14.189 --> 00:10:16.120	However, it's good enough.
9.srt	00:10:16.609 --> 00:10:18.289	So we can consider that as well.
9.srt	00:10:18.399 --> 00:10:26.899	And by looking at the VIF of this six feature model, it has a pretty good VIF as well.
9.srt	00:10:28.719 --> 00:10:33.370	So here is all the results from the models that we considered so far.
9.srt	00:10:33.549 --> 00:10:35.969	So again, this number of features include the inner set.
9.srt	00:10:36.099 --> 00:10:38.870	So it's actually 19 feature model plus one inner set.
9.srt	00:10:39.509 --> 00:10:45.379	And mix selection gives a 14 number of features selected and so on.
9.srt	00:10:45.470 --> 00:10:53.069	And then if we look at just the feature coefficient for square foot living, the coefficient values are all different.
9.srt	00:10:53.899 --> 00:10:57.600	All of them are statistically significant.
9.srt	00:10:57.709 --> 00:11:02.519	However, if you can see the coefficient values, they are very different.
9.srt	00:11:03.959 --> 00:11:10.629	In particular, this model removed all the features that are highly correlated to the square foot living.
9.srt	00:11:11.009 --> 00:11:15.899	Therefore, the coefficient value for square-foot living is more accurate and more interpretable.
9.srt	00:11:15.899 --> 00:11:23.339	So this means that when we increase square-foot living by 1, then the house price goes up by $313.
9.srt	00:11:23.339 --> 00:11:30.079	On the other hand, the coefficient value for square-foot living is lower in other models.
9.srt	00:11:31.419 --> 00:11:38.129	And that's because the other models still had other variables that were highly correlated to the square-foot living.
9.srt	00:11:38.129 --> 00:11:40.399	Therefore, the coefficient values are not accurate.
9.srt	00:11:42.289 --> 00:11:48.149	and all these correlated features, they kind of share the contribution to the house price.
9.srt	00:11:52.269 --> 00:11:55.809	Okay, so lastly, let's talk about what to do when there are interactions.
9.srt	00:11:55.989 --> 00:11:57.139	So what is interactions?
9.srt	00:11:57.679 --> 00:12:05.089	Interactions can happen when this coefficient is not constant, but is a function of some other variable, say x3.
9.srt	00:12:05.789 --> 00:12:16.709	So in that case, what we want to do is that we're going to have interaction term, so x1 times x3, and then assign another coefficient.
9.srt	00:12:17.089 --> 00:12:20.299	Let's say beta and then add to the model.
9.srt	00:12:21.469 --> 00:12:42.479	And not only this, we can also do all the combinations such as adding x1 times x2, x2 times x3 and all combinations.
9.srt	00:12:43.099 --> 00:12:46.029	And we can also have a higher order terms, something like that.
9.srt	00:12:46.689 --> 00:12:51.189	In that case, we have infinite menu of features and we don't want to do that.
9.srt	00:12:51.289 --> 00:12:54.139	But however, we can just choose the order.
9.srt	00:12:54.179 --> 00:12:57.849	Maybe the maximum order is just one feature times another.
9.srt	00:12:58.299 --> 00:12:59.429	and then we can add them up.
9.srt	00:13:00.559 --> 00:13:04.299	Then we have a problem of how to select all these many combination features.
9.srt	00:13:04.889 --> 00:13:08.329	Again, we're going to apply the same method that we talked about before.
9.srt	00:13:09.259 --> 00:13:12.129	So, mixed selection method is a good way to do that.
9.srt	00:13:29.120 --> 00:13:34.139	One thing that is a little different from the previous case is that when we have this interaction term, then we must include also β1x1 plus β3x3 And sometimes you might see these coefficient values may not be significant.
9.srt	00:13:34.139 --> 00:13:37.409	However, we should still include these terms in order to have this term.
9.srt	00:13:37.409 --> 00:13:46.649	So with that difference, having interaction terms in the model is the same as having multiple features in the model.
17.srt	00:00:05.150 --> 00:00:09.679	Hi everyone, in this video we're going to talk about hyperparameters of decision trees.
17.srt	00:00:10.529 --> 00:00:13.740	So as a quick review, here is how decision tree splitting works.
17.srt	00:00:13.859 --> 00:00:23.190	So from the root node, it has samples and it's gonna pick a feature and its threshold value to minimize the sum of the MSE of the splitted node.
17.srt	00:00:24.929 --> 00:00:30.850	So like this, and then it will further split and pick another feature and threshold value.
17.srt	00:00:32.740 --> 00:00:33.329	like this.
17.srt	00:00:35.170 --> 00:00:38.460	And we also talked about different metrics for different tasks.
17.srt	00:00:38.519 --> 00:00:45.039	So for the regression trees, we use MSC, MAE, or RSS to split the node.
17.srt	00:00:45.519 --> 00:00:54.030	And for classification tasks, the tree uses Gini and entropy, or information gain sometimes, to split the node.
17.srt	00:00:55.799 --> 00:01:01.159	And in this video, we're going to talk about some usage in SKLang, how to fit the models.
17.srt	00:01:01.849 --> 00:01:10.109	some useful functions and we'll talk about hyperparameters of the decision trees that we need to pick values such that we minimize overfitting.
17.srt	00:01:11.989 --> 00:01:19.079	So here are some references that you can look at the document and they have useful stuff.
17.srt	00:01:20.159 --> 00:01:35.909	So we simply import decision tree regressor and classifier from the sklon tree module and for example if it was classification task we can construct a model by just simply calling this decision tree classifier.
17.srt	00:01:37.819 --> 00:01:48.379	and then fit the data, the features and the labels, and here are the snapshots from the document that shows that it has many many other options.
17.srt	00:01:49.980 --> 00:01:52.329	Alright, so we'll talk about some of them.
17.srt	00:01:53.280 --> 00:02:00.840	Another useful function that is also contained in that escapelontree module is the plot tree.
17.srt	00:02:10.770 --> 00:02:12.819	When we pass the fitted object to the plot tree function, it's going to return some list of text objects and then also the visualization of this.
17.srt	00:02:15.990 --> 00:02:22.879	We can also use export graphics function from sk1 tree to make a fancier visualization.
17.srt	00:02:22.990 --> 00:02:29.050	To do that we're gonna use graphics and some other modules and the usage will look like this.
17.srt	00:02:41.310 --> 00:02:41.949	We just pass this object fitted object and then it's going to convert this text object to a graph object and then the image function will create an image out of this.
17.srt	00:02:42.840 --> 00:02:44.300	So it will look like this.
17.srt	00:02:44.379 --> 00:02:54.590	So if you see more red and more blue it means that the node is more pure and if you see white node that means it's kind of 50-50 or very mixed there.
17.srt	00:02:55.310 --> 00:02:58.530	So it's a little bit fancier but essentially kind of the same.
17.srt	00:02:59.590 --> 00:03:06.039	Decision trees, while they are easy and useful to understand, they have some drawbacks.
17.srt	00:03:11.150 --> 00:03:13.060	They are very easy to overfit so we're gonna talk about some strategies to prevent overfitting.
17.srt	00:03:13.590 --> 00:03:16.789	So first strategy is stopping the tree to grow.
17.srt	00:03:17.509 --> 00:03:18.449	It's called all-stopping.
17.srt	00:03:18.449 --> 00:03:21.349	And second strategy is called pruning.
17.srt	00:03:21.349 --> 00:03:22.689	We'll talk about that later.
17.srt	00:03:22.689 --> 00:03:26.259	And another good strategy is ensembleing the trees.
17.srt	00:03:26.259 --> 00:03:31.810	All right, so how do we stop the tree grow only?
17.srt	00:03:31.849 --> 00:03:42.120	We have a bunch of hyper parameters listed here and we can pick some values such that we can stop the tree grow.
17.srt	00:03:42.750 --> 00:03:51.370	So for example, maxDepth will limit the tree, the depth of the tree, so that it can stop growing when it reaches certain depths.
17.srt	00:03:52.439 --> 00:04:01.519	And meanSampleSplit will make the node stop splitting when it has a less number of samples arrived in that node.
17.srt	00:04:02.789 --> 00:04:12.719	And meanSampleSleep also can stop tree grow further or node split further when it has a certain number of samples in the leaf node.
17.srt	00:04:13.120 --> 00:04:14.479	So they are kind of similar.
17.srt	00:04:15.409 --> 00:04:18.189	mean weight fraction lift are also similar.
17.srt	00:04:18.359 --> 00:04:26.379	It is a continuous version of mean samples lift, so instead of number of samples, we'll look for the weight fraction of the node.
17.srt	00:04:27.659 --> 00:04:41.009	And mean impurity decrease also stops splitting at that node if the impurity decrease from that node is negligible or less than certain number.
17.srt	00:04:46.569 --> 00:04:52.469	And max features also can help with the overfitting because it can make the model less flexible by looking at the less number of features when we have so many features.
17.srt	00:04:53.729 --> 00:05:02.859	And there are more design parameters in the sklearn implementation of decision trees, which you can also look at the documentation, but we'll focus on just a few.
17.srt	00:05:03.099 --> 00:05:07.829	So the most direct way to prevent overfitting in the decision tree is a max depth.
17.srt	00:05:08.099 --> 00:05:12.099	So by just limiting the depth, we can directly make the tree not grow.
17.srt	00:05:12.099 --> 00:05:16.339	And the minimum sample width is also very useful.
17.srt	00:05:17.019 --> 00:05:23.159	So the smaller the number of the sample of the leaf, that means the model is more flexible.
17.srt	00:05:23.509 --> 00:05:30.089	So if you want to make the model less flexible, so less overfit, then increase this number.
17.srt	00:05:30.899 --> 00:05:33.310	Another one to try is an impurity decrease.
17.srt	00:05:33.310 --> 00:05:38.489	However, you will have to know some values, so you will have to give some trial and error.
17.srt	00:05:40.859 --> 00:05:44.439	An impurity decrease is calculated as this one.
17.srt	00:05:44.439 --> 00:05:49.829	So when there are n samples in the parent node and it splits to an L and an R.
17.srt	00:05:50.839 --> 00:06:17.910	the impurity decrease or information gain is given by the impurity of the original node minus the weighted sum of the impurity of the children node so the weights will be the fraction of the sample numbers times the impurity of the left box and the weight of the right box times impurity of the right box.
17.srt	00:06:18.209 --> 00:06:19.730	So that's the impurity decrease.
17.srt	00:06:20.579 --> 00:06:22.590	So you will pick some value threshold.
17.srt	00:06:23.540 --> 00:06:25.050	and see what happens.
17.srt	00:06:26.660 --> 00:06:30.629	Other useful options that you can use when you build a model is the max features.
17.srt	00:06:30.829 --> 00:06:38.470	So it's going to limit the feature number and usually square root or log options are popular.
17.srt	00:06:38.470 --> 00:06:42.519	Square root is more popular by the way.
17.srt	00:06:43.160 --> 00:06:53.720	And class weight by default is none, but if you use a balance, it usually gives a better performance, especially true when you have imbalanced labels.
17.srt	00:06:55.889 --> 00:06:59.569	And CCP-alpha is used when you use minimal complexity pruning.
17.srt	00:06:59.569 --> 00:07:03.230	So we'll talk about this more in detail in the pruning video.
