filename	timestamp	sentence
8.srt	00:07:13.239 --> 00:07:19.739	Now if I see here there is no power at all in the frequency.
8.srt	00:07:19.799 --> 00:07:22.009	If you see there is no power at all.
8.srt	00:07:22.159 --> 00:07:24.689	So if you see the time domain this is zero sample level.
8.srt	00:07:24.859 --> 00:07:27.219	So that means this portion is silence.
8.srt	00:07:29.519 --> 00:07:37.829	So, this portion is silence, this portion is fricative, if I say it I can zoom out this is fricative, this portion is voiced.
8.srt	00:07:39.919 --> 00:07:52.459	So it may contain voice consonant, it may contain vocalic sound, vowel, it may contain diphthong, it may contain semi vowel, I do not know, but it contains some vocalic sound.
8.srt	00:07:52.459 --> 00:07:54.059	So, vocalic sound look like this.
8.srt	00:07:55.269 --> 00:07:59.259	Again if I say showing this spectrogram I ask you.
8.srt	00:07:59.879 --> 00:08:07.999	just spot out that fricative sound easily I can say this was in fricative sound, this was in fricative sound.
8.srt	00:08:10.139 --> 00:08:23.279	I can say find out the vocalic region, I can say here to here is the one vocalic region, here to here is the one vocalic region, here to here is another vocalic region.
8.srt	00:08:30.799 --> 00:08:34.289	Now if you see interestingly in here if you go to the time domain, if you see there is a and there is a burst kind of noise is there.
8.srt	00:08:35.879 --> 00:08:38.809	If you see there is a burst kind of things.
8.srt	00:08:39.059 --> 00:08:46.389	If I go to the spectrogram, see no voicing then burst then aspiration then voicing.
8.srt	00:08:46.849 --> 00:08:50.500	So I can say here there is either a plosive consonant is there.
8.srt	00:08:50.500 --> 00:09:04.809	I do not know which plosive it is but I can say it is a consonant which is plosive kind of nature because there is a burst and there is a if I say this is non-aspirated because there is no aspiration in here.
8.srt	00:09:05.299 --> 00:09:11.969	There is a lot of noise is there that is why upside frequency are present.
8.srt	00:09:12.219 --> 00:09:17.669	So, if I forgot the noise, if I consider only this portion is a silence portion.
8.srt	00:09:18.000 --> 00:09:19.609	Let us try do the noise removal.
8.srt	00:09:20.589 --> 00:09:24.029	There is this tool has provided the facility that I can remove the noise.
8.srt	00:09:24.399 --> 00:09:26.429	So, there may be a 50 hertz noise in here.
8.srt	00:09:26.719 --> 00:09:31.509	So, what I will do there is a provision for noise reduction analyze.
8.srt	00:09:36.600 --> 00:09:38.789	Let us transform noise reduction the subtraction noise reduction I am not going details, but it is there.
8.srt	00:09:39.100 --> 00:09:43.240	So I can say the select the first silence portion, I can say this portion is noise portion.
8.srt	00:09:43.730 --> 00:09:55.029	So I can transform noise reduction, noise reduction then I can say get profile because this portion this is not sufficient to get the profile.
8.srt	00:09:55.029 --> 00:09:59.090	So I can FFT size I can reduce and then also it is not sufficient.
8.srt	00:09:59.090 --> 00:10:06.569	So what I will do I will select much more whatever is possible then find try to find out noise reduction.
8.srt	00:10:07.540 --> 00:10:12.570	then also I have to reduce it to then just this one not possible.
8.srt	00:10:12.570 --> 00:10:22.409	So, this one is possible gate profile I get the noise profile then I close it then I control a select all then transform noise reduction.
8.srt	00:10:23.230 --> 00:10:35.830	So, what it will do whole signal the signal is very long that is why it will take time whole signal noise will be subtracted as per the sample noise I have given to the system.
8.srt	00:10:36.009 --> 00:10:40.759	So, there is lot details are there signal processing details are there I am not going that.
8.srt	00:10:41.000 --> 00:10:41.879	that much of detail.
8.srt	00:10:42.299 --> 00:10:45.959	Since the signal is noisy that is why I am just cleaning the signal first.
8.srt	00:10:46.309 --> 00:10:49.309	Then I show you how the co is like that.
8.srt	00:10:49.720 --> 00:10:52.149	What is the occlusion?
8.srt	00:10:52.709 --> 00:10:53.429	What is burst?
8.srt	00:10:53.429 --> 00:10:57.179	If you see now, if you see this portion, noise is reduced.
8.srt	00:10:57.480 --> 00:10:59.139	Almost noise is reduced.
8.srt	00:10:59.139 --> 00:11:01.579	So if I see almost noise is gone.
8.srt	00:11:02.809 --> 00:11:04.539	Now if I see, listen it.
8.srt	00:11:04.699 --> 00:11:05.449	Now it is clear.
8.srt	00:11:11.220 --> 00:11:19.430	Now if you see, so he pronounced So, ka followed by a vowel, again ka followed by a vowel, again ka followed by a vowel.
8.srt	00:11:19.779 --> 00:11:34.620	So I can say if I zoom this portion only, so I can say if you see this is the if you see just little bit of unzoom, if you see this portion to this portion, this portion is transitory part.
8.srt	00:11:34.909 --> 00:11:36.399	So this is steady state vowel part.
8.srt	00:11:36.399 --> 00:11:44.360	If I show you, so this black color is gradually increasing and here if you see that almost steady.
8.srt	00:11:44.730 --> 00:11:50.389	Then again if you see this is just follow the mouse again start breaking.
8.srt	00:11:50.620 --> 00:12:03.740	So I can say this portion is nothing but a transitory portion when the vocal when we want to pronounce after the vowel we want to pronounce again ka.
8.srt	00:12:04.590 --> 00:12:09.740	So this is the transitory portion transitory between vowels and consonant.
8.srt	00:12:15.860 --> 00:12:18.879	So if I say I am in here vowel I want to produce a consonant then there will be a vowel to consonant transition.
8.srt	00:12:19.330 --> 00:12:27.720	That means that articulator is producing vowel let us a, ca, then it want to produce vowel co.
8.srt	00:12:27.759 --> 00:12:28.610	So what is the effect?
8.srt	00:12:28.840 --> 00:12:32.370	The vocal chord has to be open and the articulator has to be closed.
8.srt	00:12:33.000 --> 00:12:39.029	So vocal chord opening is not started but articulator is moving to close to produce the co.
8.srt	00:12:39.240 --> 00:12:46.240	So once the articulator moving to close the air flow is reduced the sound in the if you see the formant structure is changing.
8.srt	00:12:46.539 --> 00:12:49.299	from seduced vowel to consonant.
8.srt	00:12:49.699 --> 00:12:57.990	Then if you see after here no noise, no signal, if you see there is no signal almost silence.
8.srt	00:12:58.929 --> 00:13:02.329	So this part I can say occlusion part.
8.srt	00:13:02.759 --> 00:13:09.120	Then if you see there is a burst, here there is a burst, there is a burst.
8.srt	00:13:09.599 --> 00:13:10.729	So burst is happened.
8.srt	00:13:12.019 --> 00:13:13.959	Then there is a beauty.
8.srt	00:13:14.620 --> 00:13:18.379	If you see voice on set time, voice on set time is very less.
8.srt	00:13:18.860 --> 00:13:26.490	If you see here, if I zoom it and then I show you, if you see the after blast vowels are not yet started.
8.srt	00:13:26.769 --> 00:13:31.019	So there is a delay between the vocal cord vibration and articulatory opening.
8.srt	00:13:31.309 --> 00:13:36.250	So what is done, this portion there is no signal, then the signal is started.
8.srt	00:13:36.529 --> 00:13:41.179	Then what is happening, again it want to produce co to a.
8.srt	00:13:41.230 --> 00:13:44.500	So again articulator has to be go to position of a.
8.srt	00:13:44.659 --> 00:13:48.139	So there is a tangitary movement to reach the steady state.
8.srt	00:13:48.860 --> 00:13:49.549	So I can say.
8.srt	00:13:50.009 --> 00:13:55.819	is a V ot then again there will be a consonant to vowel transition.
8.srt	00:13:58.629 --> 00:14:22.469	So now if I see I can recognize if I give you a signal you can say this portion is nothing but a transitory portion, this portion is nothing but a occlusion, this is the burst then this is a V ot and then this is again consonant to vowel transition again steady strain vowel if you look the wave flow of the steady strain vowel.
8.srt	00:14:23.269 --> 00:14:26.210	almost all wall period are same.
8.srt	00:14:27.700 --> 00:14:29.860	So, I can say a two peak is period.
8.srt	00:14:29.899 --> 00:14:44.200	So, I can say this to this is period, this to this is a period or I can say here to here may be a period, here may be a period.
8.srt	00:14:44.710 --> 00:14:49.330	So, I can say almost all wall period are same.
8.srt	00:14:49.330 --> 00:14:52.740	Now, if I see the transitory portion, if you see the structure is not yet.
8.srt	00:14:54.259 --> 00:15:00.379	So, I can say here to here is nothing but a consonant to vowel transition.
8.srt	00:15:00.829 --> 00:15:04.689	That part vowels is steady state part called vowel steady state.
8.srt	00:15:05.039 --> 00:15:09.319	Then again it will start from steady state to consonant transition.
8.srt	00:15:11.389 --> 00:15:25.039	So, by seeing a waveform or by seeing a spectrogram, if you see the formant structure, I am not showing you the formant because this time I am not introducing the formant here to see the formant in spectrogram.
8.srt	00:15:25.299 --> 00:15:26.339	Later on I can show you.
8.srt	00:15:26.559 --> 00:15:46.590	If you see, if it is now if you see this portion, if it is if you see again consonant to vowel transition occlusion period burst, then if you see aspirated VOT, so long VOT.
8.srt	00:15:46.590 --> 00:15:56.399	If you see compared to O, the long VOT which is totally aspirated, noise like of sound, aspiration is there, noise kind of aspiration is there.
8.srt	00:15:57.100 --> 00:16:03.240	sorry, VOT is unaspirated and in case of kh, VOT is aspirated.
8.srt	00:16:04.129 --> 00:16:20.909	By seeing I can say, so I can say I do not know if I not listen the sound I cannot say whether it is a kh or kh, but I can seeing the spectrogram I can say at least I can say this is a some aspiration flacid consonant.
8.srt	00:16:28.009 --> 00:16:41.490	I seeing the spectrogram I can say this is a unaspirated I do not know the place of particulation because place of particulation if I want to know then I have to know how the tongue is moving because the difference between the ka and toh, what is the difference?
8.srt	00:16:42.000 --> 00:16:51.029	Toh is bilabial dental plosive, toh is dental plosive and ko is velar dental plosive.
8.srt	00:16:57.850 --> 00:17:08.710	So if I say ka ka ka ka and ta ta ta ta only difference is that Tongue movement from A to TA and TA to A is different from KA to A and KA to A to KO.
8.srt	00:17:09.360 --> 00:17:16.809	So it is one is the velar opening, velar closure, another is the tip of the tongue touches the tip to produce the TO.
8.srt	00:17:16.940 --> 00:17:20.099	So cavity structure will be different that time.
8.srt	00:17:20.480 --> 00:17:27.730	So seeing the spectrogram I can at least say what kind of manner of that consonant.
8.srt	00:17:27.890 --> 00:17:28.769	So this is KO.
8.srt	00:17:29.009 --> 00:17:34.210	Again I can go little detail then if you see this is ga, let us see the ga.
8.srt	00:17:34.710 --> 00:17:50.539	So ga is nothing in Hindi ga, Bengali ga or ga is ga, ga is whether it is English, Hindi, Bengali, ga is voiced unaspirated flossing.
8.srt	00:17:50.859 --> 00:17:54.970	So if you see the voice that means there will be a voicing during the occlusion.
8.srt	00:17:55.369 --> 00:17:58.029	So if you see the occlusion period there is a voicing.
8.srt	00:18:00.599 --> 00:18:01.299	So I can say.
8.srt	00:18:01.609 --> 00:18:06.359	Now, since the voicing is there, then it is voiced.
8.srt	00:18:07.069 --> 00:18:12.279	If you see there is a burst is also there, there is a burst, then V ot is less.
8.srt	00:18:12.729 --> 00:18:19.649	If you see the gha, let us I show you the gha, again if it is gha, if you see the aspiration will be there.
8.srt	00:18:21.459 --> 00:18:27.529	Again V ot occlusion period is voiced, burst is there and then you see the aspiration is voiced.
8.srt	00:18:29.789 --> 00:18:31.309	So, this pronunciation is a voiced.
8.srt	00:18:31.579 --> 00:18:39.089	Then if I say I do not know this is may be cha, I think it is cha.
8.srt	00:18:39.089 --> 00:18:54.309	So if it is cha then if you see occlusion, friction, then vort, very little vort then if you see occlusion, friction, occlusion, friction.
8.srt	00:18:54.359 --> 00:18:56.159	Now if I show you.
8.srt	00:19:02.569 --> 00:19:04.709	Let us come to the cha.
8.srt	00:19:06.919 --> 00:19:11.059	Only difference is that if you cha is if you see applicate.
8.srt	00:19:11.699 --> 00:19:21.119	So if you see cha, the aspiration, this is the aspiration part, this is the friction part and then followed by an aspiration is also there.
8.srt	00:19:21.219 --> 00:19:22.449	So cha cha.
8.srt	00:19:22.819 --> 00:19:27.529	Now if you see the ja, what is the difference?
8.srt	00:19:28.439 --> 00:19:32.449	This is the occlusion part should be instead of unversed.
8.srt	00:19:33.049 --> 00:19:37.049	it is voiced and then there is aspiration.
8.srt	00:19:38.309 --> 00:19:39.249	Understand.
8.srt	00:19:41.499 --> 00:19:54.159	So, cha cha then ja ja.
8.srt	00:19:54.579 --> 00:19:56.039	So, cha cha ja ja.
8.srt	00:19:56.369 --> 00:20:04.549	So, place of articulation I cannot say, but seeing the spectrogram from the manner of articulation.
8.srt	00:20:04.749 --> 00:20:07.239	I can say what kind of consonant it is.
8.srt	00:20:08.049 --> 00:20:26.309	If you see the retroflex, I do not know why the retroflex is this may be then that may be I think so if it is I do not know it may be Tau.
8.srt	00:20:27.079 --> 00:20:27.549	So, Tau.
8.srt	00:20:27.739 --> 00:20:31.659	So, see that again there is a vast unversed occlusion.
8.srt	00:20:31.659 --> 00:20:36.059	So, I seeing this spectrum waveform I cannot say whether it is a Tau or not.
8.srt	00:20:36.249 --> 00:20:46.419	whether it is a to whether it is a co but I can say yes it is a unvoiced unaspirated flossing okay.
8.srt	00:20:46.479 --> 00:20:48.259	So at least manner I can say.
8.srt	00:20:48.469 --> 00:21:04.139	So if you look like the record your different kind of consonant with vowel and look like what kind of it is look so you can see the look but if you closely watch the spectrogram then you find in case of retroflex the formant movement that will be a formant structure.
8.srt	00:21:04.629 --> 00:21:10.539	Here I cannot show you but in part it is possible to draw the formant also if you see the formant movement will be different.
8.srt	00:21:11.289 --> 00:21:29.399	So a consonant whether it is ko, whether it is to, whether it is to, whether it is po is only differentiate by the transitory movement from consonant to vowel or vowel to consonant.
8.srt	00:21:30.829 --> 00:21:42.029	So if I say the difference between the ka ka ka ka and ta ta ta only lies between the vowel to consonant transition.
8.srt	00:21:42.499 --> 00:21:56.039	and consonant to vowel transitory part where since the movement of the tongue is different that is why transition movement of the transition will be different frequency movement in the transition will be different.
8.srt	00:21:56.779 --> 00:22:06.819	So we only rely I have to rely on this thing to find out whether it is a ko whether it is a to whether it is a to whether it is a po.
8.srt	00:22:07.239 --> 00:22:13.909	So if I have a lot of confusion may be happen in signal parsing between this group.
8.srt	00:22:16.299 --> 00:22:21.389	And co is difference by the co is by only aspiration.
8.srt	00:22:21.599 --> 00:22:30.269	So if I able to find out the aspiration then I can say yes I can differentiate between the co and co because elsewhere there is no signal.
8.srt	00:22:31.989 --> 00:22:33.479	Occlusion is silence.
8.srt	00:22:34.759 --> 00:22:44.619	So seeing the manner you can learn what kind of signal processing I should use for what kind of application.
8.srt	00:22:45.039 --> 00:22:51.329	then you have to know what kind of signal I am getting and what are that phonemes it how it is behave.
8.srt	00:22:51.599 --> 00:23:09.839	So, I cannot say the result consonant recognition result of English and consonant recognition result of Bengali may be different because Bengali has more more number of stop consonant compared to the English stop and plosive even Hindi has more number of stop consonant compared to the English.
8.srt	00:23:10.489 --> 00:23:23.629	So, identifying the voice consonant is easy because voice there is a some signals are there some frequency composition is there, but if you see the difference between the co, to, to, po is only the transitory part.
8.srt	00:23:24.029 --> 00:23:26.909	If this portion is silence, there is a bask, there is a beauty.
8.srt	00:23:27.119 --> 00:23:31.869	And difference between the ko and kha is rely only on aspiration.
8.srt	00:23:34.349 --> 00:23:41.939	So I, this is very, very, if I want to find out the high accuracy, I may not get it between the ko and kha.
8.srt	00:23:41.939 --> 00:23:46.189	So that now there is a another aspect is the ko articulatory effect.
8.srt	00:23:46.389 --> 00:23:50.839	I am not showing you this is the nonsense pronouncing the ka, ka, ka, ka, ka, ka, ka, ka, ka.
8.srt	00:23:50.839 --> 00:23:54.099	This is very means very well.
8.srt	00:23:54.449 --> 00:24:09.919	behave but if it is continuous pronunciation, if you see I can show you in Bengali example, if I say I show you Bengali example that continuous things let us say Bangladesh one.
8.srt	00:24:11.569 --> 00:24:18.669	So if you see that the speak is continuous so it may be a.
8.srt	00:24:19.019 --> 00:24:25.959	So in words when I write if I write a.
8.srt	00:25:02.939 --> 00:25:06.039	or so there is a two words of there but if you say the continuous speech there is a no word boundary is there only continuous speech so that may be a vowel that may be a that may be a if i say this is what kind of consonant again it may be a because occlusion period is voice there is a and there is a transition i do not know which kind of vowel it is then i have to listen it i can see it ok then i can say this may be a because it is a fiction.
8.srt	00:25:06.039 --> 00:25:35.999	So, Bengali has a only only pronounce the so is there palatal so in mostly cases we pronounce the palatal so so it may be palatal so so so it is a so so there is a if you see there is a no word boundary if a if a there is a no gap between the two words when you say in a continuous but when you write it there is a gap in a words if I show you English example.
8.srt	00:25:43.889 --> 00:25:49.339	If you see there is a no gap, I can give you the number all you can understand.
8.srt	00:25:49.889 --> 00:25:50.829	So, if I show you number.
8.srt	00:25:53.239 --> 00:25:55.739	75461297 All in the number.
8.srt	00:25:55.739 --> 00:26:03.879	75461297 Now, I can ask you based on the manner and seeing the spectrogram can you identify the number.
8.srt	00:26:07.449 --> 00:26:22.279	So, this kind of problem people may ask you that let us do the signal processing later on find out the speech processing later on, but seeing the number if I say find out what should be the number this one and what should be the number this one.
8.srt	00:26:22.549 --> 00:26:25.929	So, if it is a 7 it should be start by a friction.
8.srt	00:26:27.919 --> 00:26:30.299	If it is a 7 then it should be start by a friction.
8.srt	00:26:30.859 --> 00:26:35.939	So that way I have to find out whether there is number words are different or not.
8.srt	00:26:36.619 --> 00:26:36.909	Okay.
8.srt	00:26:37.319 --> 00:26:43.389	Now one thing I can again show you, let us see this speech.
8.srt	00:26:45.159 --> 00:27:08.579	Now when you learn, when you heard it, you cannot find out, if you do not know the Japanese, you do not know what it is spoken or you cannot recognize the words, sentence, all kind of things, but if you heard the basic sound, you can understand the basic sound.
8.srt	00:27:11.139 --> 00:27:35.219	So, I can say that some language, so that is why I have said that to decipher the language is important to find out the sequence of phonemes to produce a meaningful pronunciation.
8.srt	00:27:37.129 --> 00:27:39.259	So, all the sounds are there.
8.srt	00:27:39.629 --> 00:27:41.369	All basic sounds will be same.
8.srt	00:27:41.459 --> 00:27:43.039	You can also see it.
8.srt	00:27:43.249 --> 00:27:45.139	I will share this all sound file.
8.srt	00:27:45.139 --> 00:27:45.759	You can see it.
8.srt	00:27:46.069 --> 00:27:50.579	All the basic sounds, if you see there is a maybe a ta, there may be a mo, there may be a no.
8.srt	00:27:50.819 --> 00:27:52.979	All kinds of sounds are there.
8.srt	00:27:53.319 --> 00:27:58.439	But if you see, once I play it, I cannot recognize it because I don't know the language.
8.srt	00:27:59.659 --> 00:28:01.189	But sound structure is same.
8.srt	00:28:01.499 --> 00:28:11.279	That's why we say IPA, International Phonetic Alphabet, which alphabet represent the sound only.
8.srt	00:28:11.319 --> 00:28:12.929	It does not depend on the language.
8.srt	00:28:14.049 --> 00:28:26.689	So, co may exist in Bengali, co may exist in Hindi, co may exist in Tamil, that sound may exist in Malayalam, that may exist in Japanese, that may exist in Chinese, that can exist in German also.
8.srt	00:28:28.019 --> 00:28:34.269	So phonemes are the sound, sequence of phoneme produce the message.
8.srt	00:28:36.149 --> 00:28:39.199	Now production of phoneme involve this part.
8.srt	00:28:44.919 --> 00:28:51.009	So there is problem, that problem is that some phoneme may be exist in Bangla but it may not be exist in Hindi or it may not be exist in English.
8.srt	00:28:51.409 --> 00:28:55.969	Some phoneme which is exist in English but not in Bengali.
8.srt	00:28:56.459 --> 00:28:57.309	So what is happen?
8.srt	00:28:57.629 --> 00:29:14.629	Suppose I produce the English, the speech which I produce in English language, sequence of sound is such a way that it follow the English language grammar but what happening is that my English cannot be say it is the British English, how the British is pronounced.
8.srt	00:29:15.379 --> 00:29:20.529	Because in case of British English, my mother tongue is first language is Bengali.
8.srt	00:29:20.719 --> 00:29:23.809	So, I learn that Bengali phoneme production.
8.srt	00:29:24.089 --> 00:29:28.579	When I learn English, I try to copy that production with the English language.
8.srt	00:29:28.749 --> 00:29:30.859	So, that is called L1 L2 acquisition.
8.srt	00:29:31.039 --> 00:29:32.659	So, details I am not discussing.
8.srt	00:29:32.939 --> 00:29:35.079	Details are there.
8.srt	00:29:35.399 --> 00:29:40.669	So, there is another part also, segmental, suprasegmental that part I will come later on.
8.srt	00:29:40.669 --> 00:29:44.599	So, what I was saying it is a segmental property that in a segment.
8.srt	00:30:17.659 --> 00:30:26.459	what is the look like this so this is called segmental property ok so i request all of you to find out to records or to analyze one number of speech signal see it in spectrogram or time domain try to find out manner of articulation of that production if you see there is a vowel transitory effect also there if i say i have a bengali sound i think i have i will show you So, if you see there is a word, one word is end and another word is begin, but there is no gap.
8.srt	00:30:27.269 --> 00:30:32.699	It is a co-articulate, it likes a complete single word.
8.srt	00:30:32.699 --> 00:30:36.009	So, that details I will come later on that.
8.srt	00:30:36.009 --> 00:30:43.679	So, there is no gap, main thing is that there is no word boundary which is define SP signal.
8.srt	00:30:46.969 --> 00:30:48.709	in a there is no silence.
8.srt	00:30:48.789 --> 00:30:54.209	I cannot say that this word is defined by this word if there is a gap in certain things.
8.srt	00:30:54.429 --> 00:30:55.839	So, there may be a silence in speech.
8.srt	00:30:55.839 --> 00:30:56.089	No.
8.srt	00:30:57.469 --> 00:31:00.769	All words are related to each other with a co-articulated effect.
8.srt	00:31:00.769 --> 00:31:02.579	Then there is a prosody will come.
8.srt	00:31:02.579 --> 00:31:05.059	Then the silence will come based on the prosodic structure.
8.srt	00:31:05.059 --> 00:31:06.679	So, I am not coming that part.
8.srt	00:31:06.679 --> 00:31:16.409	Then I can say the phonemes are have a co-articulated effect followed by a so there is a co, then a co-art transition, then a to.
8.srt	00:31:17.479 --> 00:31:20.949	the O transition, so all kind of transitory movement will be there.
8.srt	00:31:22.039 --> 00:31:34.019	Now if you see there will be exist some combination which cannot produce by me or which cannot produce, which cannot producible, so that combination will not exist in that language.
8.srt	00:31:34.309 --> 00:31:45.859	So if you see there will be no, you cannot find a case where there will be two aspirated sound will be clubbed together that is not producible.
8.srt	00:31:47.439 --> 00:31:49.219	So if it is two aspirated.
8.srt	00:31:49.499 --> 00:31:55.829	then one will be unaspirated, one will be aspirated.
8.srt	00:31:56.089 --> 00:32:07.119	So, depending on the how tongue movement restriction some combination of the phoneme set does not exist in for a particular language or that is not valid.
8.srt	00:32:07.519 --> 00:32:09.439	So, those kind of things also you learn.
8.srt	00:32:09.789 --> 00:32:16.219	So, then there is a called phonology that the written words not proper with the pronunciation words.
