filename	timestamp	sentence
8.srt	00:22:55.609 --> 00:23:18.699	Similarly, I have to compute what is g j x which will be x transpose a j x plus b j transpose x plus c j and to compute g x which is the decision boundary between the two classes I have to compute g j x which is nothing but g i x minus g j x and I have to equate this to equal to 0.
8.srt	00:23:19.199 --> 00:23:26.139	So, whatever expression I get that will be the decision boundary between the classes omega i and omega j.
8.srt	00:23:27.959 --> 00:23:32.259	So, now let us see what will be the decision boundary in thiskind of scenario .
8.srt	00:23:34.369 --> 00:23:39.609	So, for this again I take a set of feature vectors .
8.srt	00:23:39.609 --> 00:23:59.609	So, a set of feature vectors say 9 10, 9 14, 7 12 and 11 12 which are taken from class omega 2 that is this one and I have a set of feature vectors 5 4, 9 2, 9 6 and 13 6 .
8.srt	00:23:59.979 --> 00:24:08.189	are taken from class omega 1 and the feature vectors belonging to class omega 1 are these ones right.
8.srt	00:24:08.969 --> 00:24:21.619	So, as before as we have done before given these feature vectors I can compute what is mu 1 and what is mu 2 that is the mean of feature vectors taken from class omega 1 and mean of feature vectors taken from class omega 2.
8.srt	00:24:22.709 --> 00:24:29.839	And I can also compute the covariance matrix sigma 1 and sigma 2 for these two different classes.
8.srt	00:24:30.479 --> 00:24:50.349	So, over here my mu 1 that is the mean of the feature vectors from class omega 1 will be 12 6 and mu 2 will be 9 4 and the covariance matrix sigma 1 is 2 0 0 2.
8.srt	00:25:01.029 --> 00:25:07.119	So, you find that this 2 0 0 2 is the covariance matrix for this feature vectors I think as we have doing doing earlier this sigma 2 sigma 1 should actually be sigma 2 anyway that does not matter much.
8.srt	00:25:08.109 --> 00:25:19.809	And for the other class your sigma or the coviance matrix is 8 0 0 2 which is the coviance matrix over here right.
8.srt	00:25:20.480 --> 00:25:33.059	So, you find that in the first case in this case the points are spherically distributed and here the coviance matrix is of the form 2 0 0 2 which is nothing but of the form sigma square i.
8.srt	00:25:34.859 --> 00:25:54.750	So, the points are spherically distributed whereas, in the second case where my covariance matrix sigma 2 is 8 0 0 2 it is elliptically distributed and because the variance of the component x 1 component is more than the variance of the x 2 component.
8.srt	00:25:55.099 --> 00:26:02.149	So, obviously, the spread in x 1 direction is more than the spread in x 2 direction and that makes it elliptical.
8.srt	00:26:05.259 --> 00:26:07.509	So, given this two set of feature points feature vectors.
8.srt	00:26:07.509 --> 00:26:11.379	Now, as I find that the covariance matrix for the two classes are different.
8.srt	00:26:11.869 --> 00:26:25.049	So, mydiscriminate function for the two classes for the second class where covariance matrix is 8 0 0 2 will be a quadratic one.
8.srt	00:26:25.889 --> 00:26:35.490	Whereas, the discriminant function for the first case where sigma 1 that is this one because it is of the form sigma square i.
8.srt	00:26:35.789 --> 00:26:38.980	the cov the discriminant function for this class will be linear.
8.srt	00:26:39.730 --> 00:26:46.179	So, over here my cov discriminant function will be quadratic for this the discriminant function will be linear.
8.srt	00:26:47.500 --> 00:26:58.609	So, to find out the decision surface between the two classes over here I simply have to make g i x minus g j x and equate that to 0.
8.srt	00:27:00.459 --> 00:27:05.589	And after equating that to 0 whatever I get that becomes 0.
8.srt	00:27:05.879 --> 00:27:07.029	the decision surface.
8.srt	00:27:07.649 --> 00:27:35.359	So, you find that as we have done before that this is the expression of the covariance of the discriminant function or the covariance matrix is not of the form i square i right and the discriminant function is a quadratic discriminant function and given this particular situation if I try to find out that what will be the decision boundary between the two classes.
8.srt	00:27:36.759 --> 00:28:06.939	So, as we said that For this set of points the discriminant function will be linear one, for this set of points the discriminant function will be a quadratic one and if I if I call it say g 1 x and if I call it g 2 x the discriminant functions the equation of the boundary will be given by g 1 x minus g 2.
8.srt	00:28:07.189 --> 00:28:09.569	x that will be equal to 0.
8.srt	00:28:10.199 --> 00:28:29.469	And if you plot the decision boundary you will find that the decision boundary will have a shape something like this which is not a linear decision boundary anymore that we have obtained earlier, but in this case the decision boundary will be a non-linear decision boundary or a quadratic decision boundary well.
8.srt	00:28:31.149 --> 00:28:36.259	So, with this I come to the end of this lecture.
8.srt	00:28:40.419 --> 00:28:53.279	So, in this lecture and the previous lectures 2 lectures what we have tried to do is we have tried to find out the discriminant functions of different classes assuming that the distribution of points is multivariate normal distribution.
8.srt	00:28:54.599 --> 00:28:57.219	And there we have taken 3 different cases.
8.srt	00:28:58.269 --> 00:29:10.989	In the first case we have assumed that the covariance matrices for all the classes are same and they are of the form sigma square i and which case we have obtained the discriminant functions to be linear.
8.srt	00:29:11.549 --> 00:29:28.249	And, not only that the decision boundary between the different classes they are also linear and under the situation when the a priori probabilities are same we have seen that decision boundary is orthogonal bisector of the line joining mu 1 and mu 2.
8.srt	00:29:29.899 --> 00:29:37.909	In the second case we have assumed that the covariance matrices for different classes are same, but they may not be of simple form sigma square i.
8.srt	00:29:39.179 --> 00:29:42.689	In that case also the discriminant functions we have found to be linear.
8.srt	00:29:43.189 --> 00:30:06.429	Decision boundary was also linear, decision boundary was a bisector of the line joining mu 1 and mu 2 under the situation when a priori probabilities are same, but the decision boundary in general was not orthogonal to the line joining mu 1 and mu 2 because of the presence of the term sigma inverse.
8.srt	00:30:06.879 --> 00:30:13.019	So, the direction of the decision boundary in that case depends upon the covariance matrix.
8.srt	00:30:14.149 --> 00:30:33.579	And, the third case was the more general case where we assumed that the covariance matrix of all the classes are different and in which case we have found that the discriminant function is not linear anymore, the discriminant function is a quadratic discriminant function.
8.srt	00:30:34.209 --> 00:30:43.609	And, given such quadratic distribution the decision boundary to be the discriminant function to be a quadratic one using that if I try to find out .
8.srt	00:30:44.209 --> 00:30:52.469	the separating boundary between the two classes, the separating boundary in general is quadratic, it is not linear anymore.
8.srt	00:30:54.279 --> 00:30:55.079	I will stop here today.
8.srt	00:30:56.359 --> 00:30:57.139	Thank you very much.
9.srt	00:00:00.160 --> 00:00:28.940	Hello, welcome to the NPTEL online certification course on deep learning.
9.srt	00:00:32.380 --> 00:00:41.840	You remember in the previous class we have talked about the discriminant functions and we have also seen the decision boundaries.
9.srt	00:00:42.560 --> 00:00:58.010	So, we when we discussed about the discriminant function and then the decision boundary, we have assumed the vectors representing the objects that follow certain probability density function or certain distribution.
9.srt	00:00:59.030 --> 00:01:02.310	And the distribution that we have assumed in this case.
9.srt	00:01:02.579 --> 00:01:04.599	was a normal distribution.
9.srt	00:01:04.879 --> 00:01:08.530	So, it was a multivariate normal distribution.
9.srt	00:01:09.459 --> 00:01:24.859	And based on that based using this multivariate normal distribution under different assumptions of the covariance matrix we have seen that we can have the discriminant functions which are linear, we can have discriminant functions which are quadratic.
9.srt	00:01:25.700 --> 00:01:38.030	And accordingly when we try to compute the decision boundary between the vectors or the patterns belonging to two different classes the boundary can be either a linear boundary.
9.srt	00:01:38.439 --> 00:01:50.600	or the boundary can be a quadratic boundary that depends upon what type of covariance matrix the distribution exhibits.
9.srt	00:01:50.600 --> 00:01:57.579	Now, today we will talk about the linear classifier and we will alsotalk about the support vector machine.
9.srt	00:01:58.770 --> 00:02:09.659	Before talking about the linear classifier and the support vector machine, we will briefly touch upon another two different types of classifiers which are nearest neighbor classifier.
9.srt	00:02:09.930 --> 00:02:13.660	and k nearest neighbor or k n n classifier.
9.srt	00:02:15.140 --> 00:02:20.390	So, let us first talk about what is nearest neighbor classifier or nearest neighbor rule.
9.srt	00:02:21.450 --> 00:02:41.650	So, before going to that you find that in previous few lectures when we talked about the discriminant function which leads to the decision boundary between the two different classes in a particular case that when the covariance matrix of.
9.srt	00:02:41.890 --> 00:02:47.030	all the different classes are of the form sigma square i.
9.srt	00:02:49.100 --> 00:03:00.120	That means, in this case the different components of the vectors were statistically independent and all the components have same variance which is equal to sigma square.
9.srt	00:03:00.820 --> 00:03:10.030	So, there the covariance matrix for all the classes are same and which is in the form sigma square i where this i is an unity matrix.
9.srt	00:03:12.860 --> 00:03:32.790	Under this And, when the a priori probability of the classes P omega i was equal to P of omega j, there we found that the decision boundary between the classes omega i and omega j was a linear boundary.
9.srt	00:03:33.410 --> 00:03:44.530	And, not only that it was a perpendicular or orthogonal bisector of the vector of the line joining the mean points mu i and mu j.
9.srt	00:03:46.220 --> 00:03:57.040	So, if this is mu i, mu j is and this is mu j then the line joining mu i and mu j is bisected orthogonally by the decision boundary between these two classes.
9.srt	00:03:57.750 --> 00:04:03.940	So, this was one of the case in which I can separate two classes by a linear boundary.
9.srt	00:04:04.950 --> 00:04:18.640	And of course, in this case if p omega i is greater than p omega j then this decision boundary is shifted towards mu j.
9.srt	00:04:18.840 --> 00:04:33.380	in the sense that for unknown feature vectors or decision will be biased towards omega i because p of omega i the probability p of omega i is greater than p of omega j.
9.srt	00:04:33.880 --> 00:04:49.320	In the other case if p of omega i is less than p of omega j in that case the decision boundary shifts towards omega i it remains orthogonal to the line joining omega i and omega j, but it shifts towards .
9.srt	00:04:49.690 --> 00:04:58.420	omega i indicating that our decision for unknown feature vectors will be biased in favor of class omega j.
9.srt	00:05:00.610 --> 00:05:20.520	So, particularly in this case when p omega i is equal to p omega j then my decision boundary is orthogonal bisector of the line joining mu i and mu j which clearly indicates that if i have an unknown feature vector say x over here which i need to classify.
9.srt	00:05:21.150 --> 00:05:31.560	This is the mean of the vectors belonging to class omega i and this is mu j which is mean of the vectors belonging to class omega j.
9.srt	00:05:32.830 --> 00:05:44.290	And here we are assuming that the a priori probabilities p omega i and p omega j they are equal that means the classes are equally probable .
9.srt	00:05:44.290 --> 00:05:56.650	So, under this situation when I have this unknown feature vector x over here which have to be classified what I am effectively doing is because this x falls on this side of the boundary .
9.srt	00:05:57.500 --> 00:06:12.810	So, it is to be classified to class omega i or in other words what I am doing is I am trying to compute the distance between mu i and x and I am also computing the distance between mu j and x.
9.srt	00:06:29.090 --> 00:06:35.660	And here the distance between mu i and x which if I represent as d of x mu i and in other case the distance between x and mu j is d of x mu j, you find that d of x mu i is less than d of x mu j.
9.srt	00:06:36.500 --> 00:06:41.270	And that is true for any point x lying on this side of the boundary.
9.srt	00:06:43.070 --> 00:06:46.630	And all these cases this vector will be classified to omega i.
9.srt	00:07:01.450 --> 00:07:02.970	So, in other words the classification rule that I am applying is a minimum distance classification rule where the distance that you are computing is the Euclidean distance between the unknown vector x and the means of the classes.
9.srt	00:07:04.760 --> 00:07:21.400	Let us see the other case where we have assumed that mu i is of the form mu.
9.srt	00:07:22.410 --> 00:07:31.310	That means, the covariance matrix of all the classes are same, but the components of the feature vectors may not be statistically independent.
9.srt	00:07:31.630 --> 00:07:37.290	That means, the off diagonal elements of the covariance matrix may be nonzero.
9.srt	00:08:01.700 --> 00:08:04.870	So, under that situation again under the assumption of equal a priori probability that is p of omega i is equal to p of omega j, we found the decision boundary is bisector of the line joining mu i and mu j, but the decision boundary is no longer orthogonal to the line joining mu i and mu j.
9.srt	00:08:04.900 --> 00:08:10.690	So, it is a bisector, but it may not be orthogonal .
9.srt	00:08:10.690 --> 00:08:12.610	So, what do we do in this case?
9.srt	00:08:12.610 --> 00:08:26.610	Again here if I have an unknown point x on this side, this unknown point x will be classified to class omega i because it is falling on the side of mu i.
9.srt	00:08:26.610 --> 00:08:29.500	Is it a minimum distance classifier?
9.srt	00:08:29.740 --> 00:08:34.759	Yes, again in this case it is a minimum distance classifier because what we are computing is .
9.srt	00:08:35.240 --> 00:09:02.140	x minus mu i transpose sigma inverse x minus mu i and I am also computing x minus mu j transpose sigma inverse x minus mu j .
9.srt	00:09:02.170 --> 00:09:08.740	So, if x minus mu i transpose x sigma inverse x minus mu i this is less .
9.srt	00:09:08.960 --> 00:09:17.580	than X minus mu j transpose sigma inverse X minus mu j, then the point X will be classified to class omega i.
9.srt	00:09:42.909 --> 00:09:57.340	And you find that this is also a distance measure, but it is not Euclidean distance anymore, but this distance is what is known as Mahalanubis distance ok. And you find that, when this covariance matrix sigma is of the form sigma square i and assuming that sigma square is equal to 1, this Mahalanobis distance will be same as Euclidean distance.
9.srt	00:09:58.269 --> 00:10:17.350	So, even in this case where the covariance matrix sigma i of all the classes is same, but the feature components may not be statistically independent, I still get a minimum distance classifier, but the distance that you compute in this case is not.
9.srt	00:10:18.220 --> 00:10:24.710	Euclidean distance, but the distance that you have to compute is Mahalanovitch distance ok.
9.srt	00:10:25.000 --> 00:10:35.559	So, with this background now let me talk about what is meant by nearest neighbor rule or nearest neighbor classification.
9.srt	00:10:36.519 --> 00:10:49.809	So, as we said before that every object or every signal is represented by a vector or feature vectors whichever way the vectors are computed, it may be computed using some signal processing techniques.
9.srt	00:10:50.279 --> 00:10:58.439	Or given an image, I can simply represent this image as a vector by simply concatenating the columns of the image.
9.srt	00:10:58.939 --> 00:11:07.439	So, if I have an image of size say m by n, I will represent this by a vector having m into n number of components.
9.srt	00:11:07.559 --> 00:11:10.899	So, that becomes that an m into n dimensional vector.
9.srt	00:11:12.000 --> 00:11:23.629	So, once I represent these as vectors that means, the signal and image or whatever is represented by a point in that vector space or feature space.
9.srt	00:11:24.569 --> 00:11:37.749	So, as it is an m into n dimensional vector, so I am defining an m into n dimensional feature space and every image will be represented by a point in that m into n dimensional feature space.
9.srt	00:11:38.599 --> 00:11:47.779	But here I am taking a simplistic view because I cannot represent an m into n dimensional space on a two dimensional plane.
9.srt	00:11:47.779 --> 00:11:54.589	So, what I am doing is I am projecting them into two dimensional space.
9.srt	00:11:58.989 --> 00:12:03.939	So, each of these images that you find in this particular plane they are nothing, but different vectors.
9.srt	00:12:04.569 --> 00:12:15.369	So, this image is a vector, this image is a vector, I am simply projecting them into two dimensional space x 1 x 2 assuming that x 1 x 2 are the feature vectors.
9.srt	00:12:17.019 --> 00:12:21.279	Now, given this let us see what is a nearest neighbor rule.
9.srt	00:12:22.429 --> 00:12:29.399	So, here all these images arethe known images, I know what is the class from which this image comes.
9.srt	00:12:33.449 --> 00:12:50.039	So, for example, I know I have a lot of images which are birds, I have a lot of images which are cars, I have lot of images which are dogs ok. Now, given an unknown image this I have to classify or I have to identify what this image is.
9.srt	00:12:51.469 --> 00:12:57.469	You know that all those previous images that we had those are the training images using which I have to classify this unknown image.
9.srt	00:12:58.589 --> 00:13:03.969	So, one of the approach in which this image can be classified is what I do is.
9.srt	00:13:04.309 --> 00:13:16.969	I simply take the distance of this unknown image or the vector representing this unknown image from all other images which are known.
9.srt	00:13:18.219 --> 00:13:28.829	And once I compute this vector, so if I have say p number of previously known images and I have this unknown image which I want to identify.
